text,count,files,kinds,firstFile
"My monthly letter",1,1,"prop:label","pages/my-letter.tsx"
"Your first monthly letter will be generated on the 1st of next month. You can also generate one now from your current business state.",1,1,"prop:description","pages/my-letter.tsx"
"0.3) return",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Move history",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Data citations:",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Learning loop active",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"— strategy effectiveness is being tracked and will improve recommendations over time.",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"— Best Alternative to Negotiated Agreement",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"BATNA inputs",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Deal viability",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Max allowable offer",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"your BATNA walkaway",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Midpoint",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"0.3 ? 15 : sentiment.score",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Urgency signals",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Motivation cues",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Hesitation signs",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Active session",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"BATNA calculator",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Deal history",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Strategy analytics",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Session replay",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Start negotiation session",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Enter your deal ID to begin AI-assisted negotiation tracking.",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Analyze seller message",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Paste the seller's latest message for AI analysis.",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Seller message",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Sentiment analysis",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Detected objection",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Suggested responses:",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Recommended strategy",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Suggested counter offer",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Generated response",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Loading sessions…",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Session #",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"No sessions found for deal #",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Enter a deal ID to see negotiation history.",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Full move history with AI reasoning for the current session.",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Start a session and make moves to see replay here.",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Strategy effectiveness comparison across all sessions.",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"vs. objection",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Win rate",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Bar",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Strategy effectiveness by objection type",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Success rate analysis across all closed negotiation sessions.",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"No effectiveness data yet — complete negotiation sessions to see analytics.",1,1,"jsx-text","pages/negotiation-copilot.tsx"
"Paste seller message here…",1,1,"prop:placeholder","pages/negotiation-copilot.tsx"
"Move history and analysis are preserved on the session record — you can resume it later from Deal history. The session itself stays open until you explicitly close it on the deal.",1,1,"prop:description","pages/negotiation-copilot.tsx"
"Tonight's income",1,1,"jsx-text","pages/night-cap.tsx"
"Pipeline heat",1,1,"jsx-text","pages/night-cap.tsx"
"No active deals in pipeline.",1,1,"jsx-text","pages/night-cap.tsx"
"Campaign pulse",1,1,"jsx-text","pages/night-cap.tsx"
"No campaign activity today — consider sending tomorrow.",1,1,"jsx-text","pages/night-cap.tsx"
"AcreScore™ today",1,1,"jsx-text","pages/night-cap.tsx"
"No leads scored today yet.",1,1,"jsx-text","pages/night-cap.tsx"
"Win of the day",1,1,"jsx-text","pages/night-cap.tsx"
"No deals closed today — yet.",1,1,"jsx-text","pages/night-cap.tsx"
"Keep the pipeline moving. Tomorrow could be the day.",1,1,"jsx-text","pages/night-cap.tsx"
"Tomorrow's one thing",1,1,"jsx-text","pages/night-cap.tsx"
"Diligence checklist",1,1,"jsx-text","pages/note-acquisition-detail.tsx"
"Ready to promote",1,1,"jsx-text","pages/note-acquisition-detail.tsx"
"Promote to servicing book",1,1,"jsx-text","pages/note-acquisition-detail.tsx"
"Note number *",1,1,"jsx-text","pages/note-acquisition-detail.tsx"
"Offer rationale, seller comments, contingencies…",1,1,"prop:placeholder","pages/note-acquisition-detail.tsx"
"HEND-2026-001",1,1,"prop:placeholder","pages/note-acquisition-detail.tsx"
"BPO value",1,1,"prop:label","pages/note-acquisition-detail.tsx"
"Original face *",1,1,"prop:label","pages/note-acquisition-detail.tsx"
"Acquisition price *",1,1,"prop:label","pages/note-acquisition-detail.tsx"
"Current balance *",1,1,"prop:label","pages/note-acquisition-detail.tsx"
"Term (months) *",1,1,"prop:label","pages/note-acquisition-detail.tsx"
"Due day (1-31)",1,1,"prop:label","pages/note-acquisition-detail.tsx"
"Origination *",1,1,"prop:label","pages/note-acquisition-detail.tsx"
"Maturity *",1,1,"prop:label","pages/note-acquisition-detail.tsx"
"Acquired *",1,1,"prop:label","pages/note-acquisition-detail.tsx"
"The URL is missing a valid ID.",1,1,"prop:description","pages/note-acquisition-detail.tsx"
"It may have been deleted or you don",1,1,"prop:description","pages/note-acquisition-detail.tsx"
"Servicing snapshot",1,1,"jsx-text","pages/note-detail.tsx"
"Payment ledger",1,1,"jsx-text","pages/note-detail.tsx"
"· Assignment paperwork on file",1,1,"jsx-text","pages/note-detail.tsx"
"Unapplied",1,1,"jsx-text","pages/note-detail.tsx"
"Acquisition price",1,1,"prop:label","pages/note-detail.tsx"
"Original face value",1,1,"prop:label","pages/note-detail.tsx"
"Principal reduced",1,1,"prop:label","pages/note-detail.tsx"
"Maturity",1,1,"prop:label","pages/note-detail.tsx"
"The URL is missing a valid note ID.",1,1,"prop:description","pages/note-detail.tsx"
"This note may have been deleted or you don",1,1,"prop:description","pages/note-detail.tsx"
"Drop your tape CSV here or click to browse",1,1,"jsx-text","pages/notes-import.tsx"
"What you'll get:",1,1,"jsx-text","pages/notes-import.tsx"
"stage='sourcing'",1,1,"jsx-text","pages/notes-import.tsx"
"Source label (default)",1,1,"jsx-text","pages/notes-import.tsx"
"Map your columns",1,1,"jsx-text","pages/notes-import.tsx"
"Creating acquisitions…",1,1,"jsx-text","pages/notes-import.tsx"
"Tape imported",1,1,"jsx-text","pages/notes-import.tsx"
"No rows parsed",1,1,"prop:title","pages/notes-import.tsx"
"NoteTrader / Paperstac / broker name",1,1,"prop:placeholder","pages/notes-import.tsx"
"Fund I / Bridge / JV-Henderson",1,1,"prop:placeholder","pages/notes-import.tsx"
"The file uploaded but no data rows were found. Confirm the file has a header row plus at least one record.",1,1,"prop:description","pages/notes-import.tsx"
"/notes",1,1,"jsx-text","pages/notes-pipeline.tsx"
"New acquisition",1,1,"jsx-text","pages/notes-pipeline.tsx"
"Borrower / payer name *",1,1,"jsx-text","pages/notes-pipeline.tsx"
"Sourced from",1,1,"jsx-text","pages/notes-pipeline.tsx"
"No acquisitions in flight",1,1,"prop:title","pages/notes-pipeline.tsx"
"Henderson, J.",1,1,"prop:placeholder","pages/notes-pipeline.tsx"
"Note broker / individual / tape",1,1,"prop:placeholder","pages/notes-pipeline.tsx"
"Face",1,1,"prop:label","pages/notes-pipeline.tsx"
"From",1,1,"prop:label","pages/notes-pipeline.tsx"
"When you",1,1,"prop:description","pages/notes-pipeline.tsx"
"1099-INT readiness",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"Tax identity blockers — fix before generating",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"Eligible recipients",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"Generate 1099-INT batch",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"Box 1 — Interest",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"Box 10 — Market discount",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"Generate statements",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"Note interest",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"LP bps",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"Download:",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"Compliance watch",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"All policies current.",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"No upcoming disbursements.",1,1,"jsx-text","pages/notes-tax-readiness.tsx"
"Tax readiness",1,1,"prop:label","pages/notes-tax-readiness.tsx"
"1096 transmittal summary",1,1,"prop:label","pages/notes-tax-readiness.tsx"
"IRS FIRE file (Pub 1220)",1,1,"prop:label","pages/notes-tax-readiness.tsx"
"Either no interest was recorded for the year or every borrower fell below the IRS reporting threshold. Either way, no 1099-INT batch is required.",1,1,"prop:description","pages/notes-tax-readiness.tsx"
"Note #",1,1,"jsx-text","pages/notes.tsx"
"Payer",1,1,"jsx-text","pages/notes.tsx"
"Next payment",1,1,"jsx-text","pages/notes.tsx"
"Acquired notes",1,1,"prop:label","pages/notes.tsx"
"Acquired notes you import or add will appear here. Track payer, balance, status, and next-payment in one place.",1,1,"prop:description","pages/notes.tsx"
"of ARV ·",1,1,"jsx-text","pages/offer-batches.tsx"
"No offer batches yet",1,1,"prop:title","pages/offer-batches.tsx"
"Offer Batches",1,1,"prop:label","pages/offer-batches.tsx"
"Accepted",1,1,"prop:label","pages/offer-batches.tsx"
"Bulk-generate purchase offers against a pricing matrix and a lead list. Each batch computes per-parcel offer amounts, optionally with seller-financing terms, and produces a stack of draft offer records ready to send.",1,1,"prop:description","pages/offer-batches.tsx"
"Create batches via POST /api/offers/batch with a pricing matrix and a parcel list. A guided create-batch dialog is on the roadmap — for now, the server-side flow is the quickest path.",1,1,"prop:description","pages/offer-batches.tsx"
"Offer letters",1,1,"jsx-text","pages/offers.tsx"
"Property / lead",1,1,"jsx-text","pages/offers.tsx"
"Sent date",1,1,"jsx-text","pages/offers.tsx"
"Target % of assessed value",1,1,"jsx-text","pages/offers.tsx"
"Offer expiration (days)",1,1,"jsx-text","pages/offers.tsx"
"Filter leads by status",1,1,"jsx-text","pages/offers.tsx"
"Negotiating",1,1,"jsx-text","pages/offers.tsx"
"Preview calculation",1,1,"jsx-text","pages/offers.tsx"
"Leads selected",1,1,"jsx-text","pages/offers.tsx"
"Total offers",1,1,"jsx-text","pages/offers.tsx"
"Avg offer",1,1,"jsx-text","pages/offers.tsx"
"Select leads",1,1,"jsx-text","pages/offers.tsx"
"Choose leads to include in the batch",1,1,"jsx-text","pages/offers.tsx"
"No value",1,1,"jsx-text","pages/offers.tsx"
"Offer letter templates",1,1,"jsx-text","pages/offers.tsx"
"Template name",1,1,"jsx-text","pages/offers.tsx"
"Template type",1,1,"jsx-text","pages/offers.tsx"
"Blind offer",1,1,"jsx-text","pages/offers.tsx"
"Follow-up",1,1,"jsx-text","pages/offers.tsx"
"Final offer",1,1,"jsx-text","pages/offers.tsx"
"Letter content",1,1,"jsx-text","pages/offers.tsx"
"No offer letters",1,1,"prop:title","pages/offers.tsx"
"Delete this offer letter?",1,1,"prop:title","pages/offers.tsx"
"Send this offer?",1,1,"prop:title","pages/offers.tsx"
"e.g., Standard blind offer",1,1,"prop:placeholder","pages/offers.tsx"
"Cash offer for your property at {{address}}",1,1,"prop:placeholder","pages/offers.tsx"
"Dear {{owner_name}},&#10;&#10;We are interested in purchasing your property at {{address}} for ${{offer_amount}}…",1,1,"prop:placeholder","pages/offers.tsx"
"Generate batch offers using the calculator or create individual offers.",1,1,"prop:description","pages/offers.tsx"
"Create your first offer letter template to get started.",1,1,"prop:description","pages/offers.tsx"
"Permanently removes this template. Offers already generated from it are not affected — only future generations will be missing this option.",1,1,"prop:description","pages/offers.tsx"
"Permanently removes the selected offer letters. Already-sent recipients still have their copies — this only deletes your records.",1,1,"prop:description","pages/offers.tsx"
"Hot deal",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Motivation score",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Offer price",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Resale value",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Potential profit",1,1,"jsx-text","pages/onboarding-v2.tsx"
"No high-motivation leads found in this county yet.",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Drop your CSV or XLSX file here",1,1,"jsx-text","pages/onboarding-v2.tsx"
"State (2 letter code)",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Autonomous deal machine",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Invite team members",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Send invites",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Welcome to AcreOS",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Pax is ready to help",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Target state",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Target county",1,1,"jsx-text","pages/onboarding-v2.tsx"
"💡 Not sure which county to pick?",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Your autonomous deal partner",1,1,"jsx-text","pages/onboarding-v2.tsx"
"You're all set!",1,1,"jsx-text","pages/onboarding-v2.tsx"
"What to do first",1,1,"jsx-text","pages/onboarding-v2.tsx"
"Enter email addresses (one per line or comma-separated)",1,1,"prop:placeholder","pages/onboarding-v2.tsx"
"e.g., TX",1,1,"prop:placeholder","pages/onboarding-v2.tsx"
"e.g., Hudspeth",1,1,"prop:placeholder","pages/onboarding-v2.tsx"
"We hit a snag searching for deals. Try again or continue to set up later.",1,1,"prop:description","pages/onboarding-v2.tsx"
"No tasks due today.",1,1,"jsx-text","pages/ops-dashboard.tsx"
"No offers expiring soon.",1,1,"jsx-text","pages/ops-dashboard.tsx"
"All leads are current.",1,1,"jsx-text","pages/ops-dashboard.tsx"
"No pipeline data yet.",1,1,"jsx-text","pages/ops-dashboard.tsx"
"Offers expiring this week",1,1,"prop:title","pages/ops-dashboard.tsx"
"Overdue follow-ups",1,1,"prop:title","pages/ops-dashboard.tsx"
"Pipeline health",1,1,"prop:title","pages/ops-dashboard.tsx"
"Saved views",1,1,"jsx-text","pages/outreach/mail/compose.tsx"
"States (2-letter, comma-separated)",1,1,"jsx-text","pages/outreach/mail/compose.tsx"
"Per-piece cost reflects the current router quote.",1,1,"jsx-text","pages/outreach/mail/compose.tsx"
"Response rates are blended across all org campaigns.",1,1,"jsx-text","pages/outreach/mail/compose.tsx"
"Copy",1,1,"jsx-text","pages/outreach/mail/compose.tsx"
"Live cost",1,1,"jsx-text","pages/outreach/mail/compose.tsx"
"Updates as filters + speed change.",1,1,"jsx-text","pages/outreach/mail/compose.tsx"
"Recent-mail overlap",1,1,"jsx-text","pages/outreach/mail/compose.tsx"
"Preview all",1,1,"jsx-text","pages/outreach/mail/compose.tsx"
"TX, OK, NM",1,1,"prop:placeholder","pages/outreach/mail/compose.tsx"
"Hidalgo, Cameron",1,1,"prop:placeholder","pages/outreach/mail/compose.tsx"
"Hi {firstName}, we buy land in {city}…",1,1,"prop:placeholder","pages/outreach/mail/compose.tsx"
"Hidalgo absentees v3",1,1,"prop:placeholder","pages/outreach/mail/compose.tsx"
"Recent spend",1,1,"jsx-text","pages/outreach/mail/credits.tsx"
"Itemized debits — last 30 days.",1,1,"jsx-text","pages/outreach/mail/credits.tsx"
"What costs what",1,1,"jsx-text","pages/outreach/mail/credits.tsx"
"Resets at the start of each calendar month.",1,1,"jsx-text","pages/outreach/mail/credits.tsx"
"One-time credit pack — added on top of your monthly pool.",1,1,"jsx-text","pages/outreach/mail/credits.tsx"
"= b.getWest() && cx",1,1,"jsx-text","pages/outreach/mail/eddm.tsx"
"= b.getSouth() && cy",1,1,"jsx-text","pages/outreach/mail/eddm.tsx"
"Layers",1,1,"jsx-text","pages/outreach/mail/eddm.tsx"
"Household density",1,1,"jsx-text","pages/outreach/mail/eddm.tsx"
"Hidalgo",1,1,"prop:placeholder","pages/outreach/mail/eddm.tsx"
"Printed",1,1,"jsx-text","pages/outreach/mail/in-flight.tsx"
"No campaigns in flight",1,1,"prop:title","pages/outreach/mail/in-flight.tsx"
"Queued sends show up here with per-piece USPS scans, QR scans, and inbound calls. Start a send under Compose.",1,1,"prop:description","pages/outreach/mail/in-flight.tsx"
"Select a shipment to see attribution detail.",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"Funnel",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"From mailbox to closed deal — relative volumes.",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"Response timeline",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"QR scans + inbound calls in the 30 days after send.",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"No response activity yet.",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"Template comparison",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"Response rate per template, last 90 days.",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"No template data yet.",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"Monthly cohort",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"Last 6 months — track if mail performance trends up or down.",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"QR scans",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"Spend",1,1,"jsx-text","pages/outreach/mail/results.tsx"
"No campaigns to analyze yet",1,1,"prop:title","pages/outreach/mail/results.tsx"
"No funnel data yet",1,1,"prop:title","pages/outreach/mail/results.tsx"
"Not enough history yet",1,1,"prop:title","pages/outreach/mail/results.tsx"
"Pick a shipment",1,1,"prop:placeholder","pages/outreach/mail/results.tsx"
"Once a shipment leaves the hold window, this tab unlocks per-campaign attribution — delivery, QR scans, inbound calls, and deal lift.",1,1,"prop:description","pages/outreach/mail/results.tsx"
"Once your campaign ships and recipients start engaging, the sent→delivered→QR→call→deal funnel populates here.",1,1,"prop:description","pages/outreach/mail/results.tsx"
